TimeStamp (s),GlbAccX (m/s^2),GlbAccY (m/s^2),GlbAccZ (m/s^2),GlbVelX (m/s),GlbVelY (m/s),GlbVelZ (m/s),GlbPosX (m),GlbPosY (m),GlbPosZ (m)
66.4,-1.9330115426668655,0.6326166672886334,0.39407009566335316,0.04064587653568749,0.015647990146059748,-0.16672729601580016,0.09074605806863574,-0.48275766997830116,-0.28328449426430596
66.41,-2.0233626847636037,0.7111819634729291,-0.2516045372917123,0.020864005398553136,0.022366983299861448,-0.1660149682239426,0.09105360747830667,-0.4825675951110717,-0.28494820558550316
66.42,-1.959262278213474,0.6876069408243639,-0.7736800675584298,0.0009508805836575575,0.029360927821351492,-0.17114139124819594,0.09116268190821777,-0.48230895555546555,-0.2866339873828647
66.43,-1.2987331113164329,0.5849283427990069,-0.7447749997207416,-0.015339096364000313,0.0357236042394716,-0.1787336665845957,0.09109074082931602,-0.48198353289516127,-0.2883833626720296
66.44,-0.3442243023921293,0.305553287081748,-0.4914541583584413,-0.02355388343253565,0.04017601238887133,-0.18491481237498597,0.09089627593033352,-0.4816040348120199,-0.29020160506682585
66.45,0.012118730258056987,0.040337584154859885,0.22906680239774835,-0.02521441129320686,0.04190546674505525,-0.1862267491547901,0.09065243445670468,-0.4811936274163501,-0.29205731287447567
66.46,-0.5306902595671603,-0.21888975032142644,0.9006159241724874,-0.02780726893975002,0.04101270591422323,-0.18057833552194405,0.09038732605554013,-0.48077903655305404,-0.2938913382978577
66.47,-0.7153681944921275,-0.49692133458829,0.9190890906829716,-0.034037561210049645,0.037433650489672815,-0.1714798104476621,0.09007810190479097,-0.48038680477103435,-0.29565162902770664
66.48,-0.4531834344482037,-0.4407563747709278,1.6076643526109762,-0.03988031935475429,0.032745261942874325,-0.15884604323118592,0.08970851250196676,-0.48003591020887143,-0.2973032582961017
66.49,-0.3204281373853538,-0.3243620272608211,1.9689803034456679,-0.04374837721391856,0.02891966993271906,-0.14096281995091897,0.08929036901912378,-0.47972758554949374,-0.29880230261201085
66.5,-0.29833576820964425,-0.24722874300951847,1.7537434389136322,-0.04684219674189513,0.0260617160813659,-0.12234920123911294,0.08883741614934448,-0.4794526786194232,-0.3001188627179617
66.51,-0.3311762326068599,-0.2560311836562053,1.1805408439699034,-0.04998975674597926,0.023545416448035993,-0.10767777982468776,0.08835325638190486,-0.47920464295677606,-0.30126899762328124
66.52,-0.1527961682832506,-0.22509456003828793,0.39397001524986075,-0.052409618750427614,0.021139787729565714,-0.09980522552859611,0.08784125950442329,-0.47898121693588824,-0.3023064126500467
66.53,0.08262390995933566,-0.20815340289840034,-0.207452984779524,-0.05276048004204737,0.018973547914881164,-0.09887264037624395,0.08731540901046064,-0.4787806502576659,-0.3032998019795714
66.54,0.38706654507087923,-0.3344537090221918,-0.06670138687567706,-0.050412027766895094,0.016260512355276816,-0.10024341223452066,0.08679954647141566,-0.47860447995631505,-0.30429538224262576
66.55,0.49720224399461777,-0.2944972533349347,0.9382717928432147,-0.04599068382157163,0.013115757543494044,-0.09588556020468693,0.08631753291347377,-0.47845759860682135,-0.3052760271048209
